订单号,订单日期,月份,类别,子类别,单价,数量,总销售额,折扣率,利润,地区,颜色,尺码,客户ID,利润率
DD102469,2024-05-10,5,连衣裙,A字裙,530.0,2,1007.0,95,510.9,华东,灰色,M,C10249,50.73
DD100265,2024-11-11,11,连衣裙,针织裙,410.0,1,389.5,95,210.92,华南,白色,XL,C10274,54.15
DD100076,2024-08-22,8,配饰,腰带,120.0,2,240.0,100,175.84,华北,墨绿,S,C10547,73.27
DD100396,2024-01-17,1,裤装,短裤,590.0,1,590.0,100,318.39,东北,驼色,XL,C10549,53.96
DD102208,2024-09-20,9,配饰,帽子,190.0,1,161.5,85,107.88,华北,藏青,S,C10237,66.8
DD102433,2024-08-03,8,裤装,短裤,470.0,3,1410.0,100,823.57,西南,酒红,M,C10429,58.41
DD100397,2024-04-17,4,连衣裙,衬衫裙,530.0,1,530.0,100,292.33,华北,酒红,XL,C10127,55.16
DD101366,2024-06-07,6,上衣,针织衫,330.0,1,330.0,100,173.37,华北,灰色,L,C10081,52.54
DD102168,2024-02-11,2,配饰,包包,110.0,1,104.5,95,77.18,华中,白色,S,C10468,73.86
DD101904,2024-10-26,10,裤装,西装裤,350.0,1,350.0,100,174.91,东北,墨绿,XS,C10225,49.97
DD100596,2024-07-14,7,连衣裙,吊带裙,620.0,1,620.0,100,334.92,西南,酒红,M,C10319,54.02
DD102110,2024-08-06,8,上衣,卫衣,200.0,1,200.0,100,131.08,西南,白色,XXL,C10076,65.54
DD101297,2024-05-05,5,连衣裙,针织裙,280.0,1,168.0,60,104.51,华南,米色,L,C10192,62.21
DD101822,2024-03-21,3,连衣裙,衬衫裙,210.0,3,630.0,100,376.96,西南,米色,L,C10453,59.83
DD100873,2024-08-13,8,连衣裙,衬衫裙,340.0,3,1020.0,100,532.27,华南,墨绿,M,C10254,52.18
DD101549,2024-10-12,10,上衣,卫衣,300.0,1,285.0,95,163.57,西南,米色,M,C10108,57.39
DD100037,2024-02-14,2,外套,大衣,700.0,2,1400.0,100,638.78,华中,黑色,XL,C10510,45.63
DD102383,2024-02-09,2,上衣,卫衣,370.0,3,1054.5,95,651.45,华北,藏青,L,C10006,61.78
DD102144,2024-03-20,3,连衣裙,衬衫裙,480.0,1,480.0,100,296.49,东北,酒红,S,C10599,61.77
DD102562,2024-09-10,9,配饰,包包,170.0,1,170.0,100,111.33,华南,藏青,S,C10474,65.49
DD100978,2024-10-23,10,上衣,T恤,190.0,1,190.0,100,124.94,华北,酒红,M,C10491,65.76
DD101572,2024-03-15,3,外套,夹克,1020.0,1,918.0,90,391.28,华中,黑色,L,C10161,42.62
DD101123,2024-09-17,9,配饰,包包,60.0,1,60.0,100,39.31,东北,灰色,L,C10220,65.52
DD101893,2024-01-27,1,上衣,针织衫,230.0,1,207.0,90,130.12,华东,黑色,M,C10425,62.86
DD100676,2024-10-05,10,裤装,西装裤,490.0,1,490.0,100,258.5,华中,米色,M,C10263,52.76
DD100729,2024-12-13,12,配饰,帽子,60.0,1,60.0,100,36.91,华东,米色,XL,C10563,61.52
DD100413,2024-05-20,5,外套,大衣,710.0,1,710.0,100,357.36,华北,白色,L,C10175,50.33
DD101517,2024-05-13,5,连衣裙,针织裙,260.0,1,221.0,85,115.22,华东,驼色,M,C10049,52.14
DD101650,2024-10-08,10,上衣,衬衫,150.0,1,142.5,95,89.99,西南,米色,M,C10249,63.15
DD100826,2024-09-13,9,配饰,围巾,250.0,1,225.0,90,157.72,华东,米色,M,C10146,70.1
DD100617,2024-10-07,10,连衣裙,衬衫裙,610.0,2,976.0,80,478.12,西南,酒红,XXL,C10448,48.99
DD100115,2024-10-10,10,上衣,衬衫,310.0,1,263.5,85,142.36,华南,米色,L,C10245,54.03
DD100418,2024-09-19,9,外套,夹克,1130.0,4,4068.0,90,1796.61,西南,墨绿,XS,C10128,44.16
DD101626,2024-06-05,6,上衣,衬衫,190.0,2,361.0,95,222.4,华中,白色,XL,C10131,61.61
DD102550,2024-06-16,6,裤装,短裤,560.0,4,1904.0,85,966.2,华东,墨绿,L,C10084,50.75
DD100090,2024-01-12,1,裤装,牛仔裤,410.0,1,410.0,100,236.98,西南,酒红,L,C10002,57.8
DD102083,2024-02-25,2,上衣,T恤,190.0,1,180.5,95,112.79,华北,白色,S,C10085,62.49
DD100754,2024-02-07,2,裤装,短裤,350.0,1,350.0,100,173.17,东北,驼色,S,C10572,49.48
DD101631,2024-05-06,5,连衣裙,吊带裙,420.0,1,420.0,100,237.85,华北,驼色,S,C10059,56.63
DD100012,2024-04-04,4,连衣裙,针织裙,350.0,1,350.0,100,187.49,东北,驼色,M,C10224,53.57
DD100285,2024-07-20,7,连衣裙,A字裙,610.0,1,549.0,90,315.06,华北,灰色,L,C10060,57.39
DD101067,2024-11-09,11,连衣裙,吊带裙,570.0,1,570.0,100,345.14,西南,酒红,M,C10222,60.55
DD101192,2024-07-18,7,上衣,卫衣,190.0,1,190.0,100,102.77,华北,驼色,M,C10548,54.09
DD101441,2024-05-02,5,上衣,卫衣,350.0,2,630.0,90,385.73,西南,灰色,M,C10426,61.23
DD102435,2024-08-02,8,连衣裙,吊带裙,300.0,1,300.0,100,163.69,华南,白色,S,C10469,54.56
DD102584,2024-06-17,6,配饰,帽子,240.0,1,216.0,90,147.14,西南,酒红,XXL,C10172,68.12
DD102352,2024-08-07,8,上衣,卫衣,220.0,2,418.0,95,257.14,华中,白色,XL,C10336,61.52
DD101569,2024-10-21,10,裤装,西装裤,290.0,1,261.0,90,120.02,西南,黑色,M,C10112,45.98
DD102235,2024-05-17,5,裤装,牛仔裤,380.0,1,361.0,95,189.6,华中,灰色,S,C10018,52.52
DD101688,2024-08-15,8,连衣裙,吊带裙,280.0,1,266.0,95,127.19,华北,墨绿,L,C10364,47.82
DD100852,2024-09-13,9,裤装,短裤,270.0,2,486.0,90,222.81,华中,酒红,S,C10517,45.85
DD100896,2024-03-22,3,上衣,衬衫,160.0,2,304.0,95,176.01,华南,黑色,M,C10012,57.9
DD100497,2024-07-12,7,配饰,包包,150.0,1,142.5,95,92.64,西南,黑色,L,C10017,65.01
DD101783,2024-05-08,5,配饰,围巾,160.0,1,160.0,100,104.77,西南,墨绿,M,C10295,65.48
DD100336,2024-01-12,1,上衣,针织衫,260.0,1,260.0,100,151.69,东北,驼色,S,C10011,58.34
DD100516,2024-06-07,6,连衣裙,衬衫裙,560.0,2,896.0,80,484.09,华东,灰色,L,C10542,54.03
DD101349,2024-03-07,3,连衣裙,吊带裙,670.0,2,1340.0,100,808.44,华北,黑色,M,C10258,60.33
DD101016,2024-10-27,10,配饰,帽子,270.0,1,270.0,100,185.85,华南,灰色,M,C10446,68.83
DD102441,2024-04-18,4,配饰,包包,190.0,3,570.0,100,386.61,华中,酒红,XXL,C10575,67.83
DD101782,2024-09-23,9,连衣裙,针织裙,210.0,1,210.0,100,114.13,华南,酒红,L,C10389,54.35
DD101786,2024-02-19,2,连衣裙,针织裙,580.0,1,580.0,100,302.58,华中,驼色,XL,C10082,52.17
DD102071,2024-07-06,7,上衣,T恤,210.0,1,189.0,90,105.56,华南,灰色,M,C10462,55.85
DD100357,2024-07-18,7,裤装,休闲裤,230.0,3,655.5,95,364.16,华北,驼色,M,C10562,55.55
DD102476,2024-12-11,12,上衣,T恤,300.0,2,540.0,90,299.59,华东,黑色,XS,C10303,55.48
DD101313,2024-02-12,2,配饰,帽子,160.0,1,160.0,100,114.22,东北,墨绿,L,C10045,71.39
DD101636,2024-10-17,10,连衣裙,A字裙,320.0,1,272.0,85,156.83,华东,灰色,XL,C10364,57.66
DD100551,2024-05-07,5,配饰,包包,90.0,2,180.0,100,128.26,东北,酒红,L,C10358,71.26
DD101228,2024-08-03,8,配饰,腰带,80.0,1,80.0,100,50.19,华中,驼色,L,C10253,62.74
DD102324,2024-07-11,7,配饰,腰带,270.0,1,270.0,100,194.71,华中,酒红,S,C10328,72.11
DD100958,2024-07-05,7,裤装,牛仔裤,570.0,1,570.0,100,319.19,东北,灰色,XL,C10111,56.0
DD101774,2024-02-26,2,配饰,围巾,210.0,1,189.0,90,135.95,东北,藏青,M,C10148,71.93
DD102142,2024-09-10,9,连衣裙,针织裙,430.0,2,860.0,100,454.81,华中,墨绿,XL,C10308,52.88
DD101009,2024-04-03,4,外套,夹克,860.0,1,860.0,100,407.63,西南,白色,M,C10201,47.4
DD101093,2024-01-10,1,上衣,T恤,370.0,1,333.0,90,191.54,西南,黑色,XL,C10033,57.52
DD102535,2024-10-11,10,上衣,衬衫,360.0,1,342.0,95,201.13,东北,墨绿,S,C10429,58.81
DD100997,2024-07-20,7,连衣裙,A字裙,250.0,1,225.0,90,120.91,华东,酒红,XL,C10355,53.74
DD101680,2024-04-28,4,外套,风衣,740.0,2,1480.0,100,612.37,华中,驼色,S,C10090,41.38
DD100154,2024-09-21,9,裤装,西装裤,340.0,1,289.0,85,167.14,西南,黑色,M,C10359,57.83
DD100581,2024-12-13,12,裤装,休闲裤,190.0,2,266.0,70,152.66,华中,黑色,S,C10143,57.39
DD101471,2024-09-02,9,配饰,帽子,120.0,1,108.0,90,74.59,华中,灰色,M,C10177,69.06
DD100704,2024-08-27,8,上衣,衬衫,380.0,2,760.0,100,497.51,华北,藏青,S,C10381,65.46
DD101213,2024-01-11,1,外套,大衣,910.0,1,637.0,70,318.34,华北,驼色,XXL,C10502,49.97
DD100897,2024-03-05,3,裤装,短裤,180.0,1,180.0,100,83.99,华南,驼色,XXL,C10042,46.66
DD100488,2024-06-18,6,裤装,牛仔裤,280.0,1,280.0,100,152.63,华南,酒红,L,C10259,54.51
DD100560,2024-03-28,3,配饰,包包,200.0,1,180.0,90,119.01,华东,酒红,M,C10050,66.12
DD101142,2024-12-17,12,上衣,针织衫,300.0,1,300.0,100,166.37,华北,藏青,XXL,C10536,55.46
DD101120,2024-05-26,5,外套,夹克,490.0,1,490.0,100,206.6,东北,米色,L,C10265,42.16
DD100513,2024-05-20,5,外套,夹克,640.0,1,608.0,95,258.73,东北,黑色,XXL,C10325,42.55
DD100634,2024-09-13,9,上衣,针织衫,360.0,2,504.0,70,265.66,东北,酒红,M,C10285,52.71
DD102242,2024-09-03,9,裤装,短裤,230.0,1,230.0,100,124.18,东北,灰色,S,C10337,53.99
DD101665,2024-03-15,3,连衣裙,吊带裙,630.0,1,567.0,90,309.7,华东,酒红,L,C10373,54.62
DD101013,2024-01-20,1,外套,大衣,1110.0,1,1110.0,100,554.32,东北,酒红,M,C10470,49.94
DD101932,2024-10-23,10,上衣,卫衣,150.0,2,285.0,95,154.1,华中,灰色,XS,C10074,54.07
DD101151,2024-05-11,5,外套,夹克,320.0,2,512.0,80,226.33,华南,米色,L,C10132,44.21
DD102438,2024-02-10,2,连衣裙,衬衫裙,510.0,1,459.0,90,235.02,华东,藏青,M,C10020,51.2
DD100117,2024-06-22,6,上衣,衬衫,230.0,1,230.0,100,135.24,华北,黑色,XXL,C10065,58.8
DD100741,2024-05-26,5,外套,风衣,790.0,1,711.0,90,309.31,华南,米色,XL,C10256,43.5
DD102401,2024-04-03,4,连衣裙,吊带裙,570.0,2,684.0,60,408.05,华东,藏青,XL,C10486,59.66
DD101975,2024-04-08,4,裤装,西装裤,570.0,1,513.0,90,266.25,西南,黑色,M,C10548,51.9
DD101082,2024-07-08,7,外套,夹克,780.0,1,780.0,100,346.35,华东,酒红,XS,C10291,44.4
DD101811,2024-09-11,9,上衣,针织衫,350.0,2,595.0,85,375.6,华中,黑色,XL,C10221,63.13
DD100831,2024-06-17,6,裤装,休闲裤,590.0,2,1121.0,95,602.34,华南,墨绿,M,C10283,53.73
DD100120,2024-10-14,10,上衣,针织衫,120.0,1,120.0,100,68.74,华中,黑色,S,C10197,57.28
DD100657,2024-10-06,10,连衣裙,A字裙,480.0,1,336.0,70,179.72,华中,驼色,XXL,C10568,53.49
DD102373,2024-08-06,8,连衣裙,针织裙,400.0,1,400.0,100,234.85,西南,藏青,XXL,C10317,58.71
DD102334,2024-05-22,5,连衣裙,衬衫裙,200.0,1,140.0,70,71.71,华南,墨绿,XXL,C10316,51.22
DD102544,2024-11-07,11,外套,夹克,590.0,3,1770.0,100,803.3,华南,米色,M,C10544,45.38
DD100636,2024-05-23,5,连衣裙,A字裙,480.0,1,480.0,100,257.74,华南,驼色,M,C10499,53.7
DD100370,2024-12-05,12,上衣,T恤,150.0,1,150.0,100,97.51,华中,米色,XL,C10333,65.01
DD100269,2024-05-18,5,上衣,针织衫,170.0,1,170.0,100,111.4,华中,白色,XL,C10302,65.53
DD100047,2024-10-22,10,外套,大衣,390.0,1,370.5,95,168.57,华中,酒红,L,C10074,45.5
DD100992,2024-01-21,1,外套,夹克,1270.0,1,1079.5,85,484.72,华北,白色,M,C10180,44.9
DD100877,2024-02-07,2,上衣,T恤,210.0,1,199.5,95,105.53,华北,墨绿,M,C10077,52.9
DD100774,2024-03-06,3,配饰,帽子,170.0,1,170.0,100,117.58,华中,白色,L,C10235,69.16
DD101220,2024-05-20,5,上衣,针织衫,220.0,1,187.0,85,114.57,华南,墨绿,XXL,C10274,61.27
DD101127,2024-04-18,4,上衣,针织衫,300.0,1,240.0,80,133.41,华东,灰色,XS,C10567,55.59
DD100005,2024-06-11,6,配饰,帽子,280.0,1,280.0,100,184.86,东北,墨绿,XL,C10337,66.02
DD101596,2024-11-22,11,裤装,短裤,590.0,1,590.0,100,312.56,华北,灰色,S,C10033,52.98
DD101078,2024-05-06,5,连衣裙,针织裙,350.0,1,350.0,100,197.68,西南,黑色,M,C10126,56.48
DD100838,2024-06-12,6,连衣裙,衬衫裙,660.0,1,462.0,70,227.65,东北,藏青,M,C10272,49.27
DD100682,2024-09-14,9,连衣裙,A字裙,600.0,1,600.0,100,351.06,西南,驼色,L,C10179,58.51
DD101716,2024-06-25,6,上衣,针织衫,340.0,1,170.0,50,95.11,华中,米色,M,C10546,55.95
DD102198,2024-04-17,4,上衣,针织衫,360.0,1,360.0,100,228.45,华南,藏青,L,C10179,63.46
DD101149,2024-08-04,8,外套,羽绒服,720.0,1,576.0,80,278.56,西南,酒红,L,C10211,48.36
DD100575,2024-04-21,4,上衣,卫衣,330.0,2,561.0,85,327.81,华南,灰色,S,C10332,58.43
DD100051,2024-06-18,6,外套,夹克,490.0,1,490.0,100,239.35,华中,灰色,S,C10232,48.85
DD100854,2024-02-18,2,上衣,针织衫,140.0,1,119.0,85,65.56,华南,驼色,L,C10560,55.09
DD101983,2024-06-06,6,上衣,T恤,340.0,1,323.0,95,206.93,华南,墨绿,L,C10546,64.07
DD101824,2024-10-26,10,连衣裙,针织裙,650.0,2,1170.0,90,593.61,华东,驼色,L,C10315,50.74
DD100834,2024-02-10,2,配饰,围巾,130.0,1,110.5,85,72.29,西南,白色,L,C10488,65.42
DD101116,2024-08-13,8,连衣裙,衬衫裙,650.0,1,650.0,100,325.83,华南,灰色,M,C10517,50.13
DD101167,2024-03-20,3,连衣裙,吊带裙,620.0,1,589.0,95,295.12,华南,藏青,S,C10226,50.11
DD101907,2024-03-26,3,上衣,卫衣,150.0,1,150.0,100,91.34,华北,驼色,L,C10166,60.89
DD100972,2024-10-04,10,上衣,针织衫,210.0,1,199.5,95,107.52,华南,酒红,XL,C10137,53.89
DD100400,2024-09-04,9,配饰,围巾,130.0,1,123.5,95,80.68,西南,藏青,XXL,C10463,65.33
DD100020,2024-06-06,6,连衣裙,A字裙,580.0,1,290.0,50,162.55,东北,米色,L,C10036,56.05
DD100685,2024-12-07,12,上衣,针织衫,160.0,1,160.0,100,99.72,华南,米色,M,C10073,62.32
DD100036,2024-11-28,11,外套,羽绒服,1290.0,1,1161.0,90,508.35,西南,黑色,XL,C10491,43.79
DD102460,2024-12-13,12,上衣,T恤,340.0,1,323.0,95,179.31,华北,白色,L,C10312,55.51
DD100525,2024-12-10,12,外套,羽绒服,700.0,2,1260.0,90,617.16,西南,米色,M,C10465,48.98
DD100921,2024-07-08,7,上衣,T恤,300.0,1,300.0,100,168.33,华中,酒红,S,C10245,56.11
DD101842,2024-03-20,3,上衣,T恤,90.0,2,162.0,90,105.43,华北,白色,XL,C10064,65.08
DD101891,2024-12-14,12,上衣,衬衫,290.0,1,275.5,95,158.4,华中,米色,XXL,C10408,57.5
DD100538,2024-12-08,12,裤装,休闲裤,360.0,2,648.0,90,374.28,华东,白色,M,C10092,57.76
DD101706,2024-05-20,5,连衣裙,针织裙,630.0,1,378.0,60,212.14,东北,白色,XXL,C10357,56.12
DD102543,2024-09-09,9,连衣裙,针织裙,400.0,1,400.0,100,218.61,华东,灰色,L,C10501,54.65
DD100246,2024-03-25,3,上衣,卫衣,260.0,1,260.0,100,171.93,东北,黑色,XS,C10565,66.13
DD100785,2024-09-09,9,连衣裙,吊带裙,210.0,1,210.0,100,102.01,华东,墨绿,XL,C10035,48.58
DD101410,2024-07-04,7,裤装,西装裤,330.0,1,313.5,95,154.53,华南,灰色,XL,C10203,49.29
DD100155,2024-08-03,8,裤装,休闲裤,270.0,1,270.0,100,124.44,华南,白色,XL,C10487,46.09
DD101687,2024-07-20,7,配饰,围巾,140.0,2,224.0,80,156.93,华北,白色,M,C10517,70.06
DD100626,2024-01-09,1,连衣裙,针织裙,210.0,2,399.0,95,236.2,华北,黑色,XL,C10133,59.2
DD102494,2024-03-08,3,连衣裙,吊带裙,690.0,1,552.0,80,317.61,东北,白色,M,C10574,57.54
DD101347,2024-05-15,5,配饰,腰带,120.0,1,72.0,60,51.47,华中,墨绿,M,C10515,71.49
DD100570,2024-06-18,6,外套,大衣,1090.0,1,1035.5,95,418.62,西南,白色,XS,C10201,40.43
DD101759,2024-05-26,5,连衣裙,吊带裙,700.0,1,665.0,95,338.73,华南,驼色,M,C10145,50.94
DD101817,2024-04-06,4,裤装,西装裤,380.0,2,760.0,100,419.32,华南,藏青,L,C10195,55.17
DD102066,2024-06-02,6,连衣裙,A字裙,270.0,2,459.0,85,281.47,华北,黑色,XXL,C10590,61.32
DD100128,2024-06-06,6,上衣,卫衣,340.0,1,340.0,100,202.01,西南,驼色,M,C10342,59.41
DD102580,2024-04-08,4,上衣,卫衣,210.0,1,199.5,95,112.14,华南,白色,XXL,C10370,56.21
DD102007,2024-06-11,6,外套,夹克,810.0,1,810.0,100,321.43,东北,酒红,L,C10484,39.68
DD100981,2024-05-15,5,上衣,T恤,340.0,1,340.0,100,213.97,东北,驼色,XXL,C10110,62.93
DD102577,2024-05-02,5,连衣裙,A字裙,490.0,1,490.0,100,246.25,西南,驼色,S,C10031,50.26
DD100191,2024-07-05,7,外套,羽绒服,900.0,1,900.0,100,352.51,华东,白色,XL,C10064,39.17
DD101140,2024-09-04,9,外套,夹克,800.0,1,760.0,95,332.83,东北,米色,L,C10422,43.79
DD100993,2024-06-04,6,裤装,休闲裤,430.0,1,387.0,90,213.74,华北,黑色,M,C10256,55.23
DD100700,2024-09-18,9,上衣,针织衫,340.0,1,306.0,90,184.88,西南,灰色,XL,C10028,60.42
DD100607,2024-05-06,5,外套,夹克,880.0,1,880.0,100,375.96,华东,墨绿,S,C10589,42.72
DD100181,2024-03-07,3,裤装,休闲裤,350.0,1,350.0,100,178.99,华东,藏青,XL,C10381,51.14
DD100302,2024-03-26,3,上衣,T恤,300.0,1,255.0,85,156.33,华中,黑色,XL,C10039,61.31
DD101061,2024-07-13,7,上衣,针织衫,270.0,1,270.0,100,149.79,西南,灰色,XL,C10368,55.48
DD102452,2024-11-05,11,上衣,卫衣,310.0,1,310.0,100,198.57,华北,黑色,L,C10172,64.05
DD102495,2024-02-16,2,上衣,衬衫,220.0,1,209.0,95,115.81,华东,藏青,XL,C10555,55.41
DD101070,2024-07-08,7,上衣,针织衫,290.0,1,290.0,100,156.19,华南,墨绿,S,C10127,53.86
DD102206,2024-04-10,4,上衣,衬衫,110.0,1,66.0,60,40.27,华中,白色,L,C10342,61.02
DD101244,2024-05-17,5,配饰,腰带,140.0,1,140.0,100,91.64,华南,米色,XXL,C10244,65.46
DD100017,2024-05-03,5,外套,风衣,1230.0,1,1107.0,90,490.78,华东,米色,XXL,C10337,44.33
DD102583,2024-12-04,12,连衣裙,针织裙,430.0,1,301.0,70,162.29,东北,墨绿,S,C10197,53.92
DD100547,2024-08-19,8,上衣,卫衣,170.0,2,340.0,100,203.3,华北,黑色,XL,C10266,59.79
DD100659,2024-11-14,11,裤装,休闲裤,360.0,1,306.0,85,174.41,东北,驼色,M,C10085,57.0
DD102346,2024-08-10,8,裤装,西装裤,490.0,1,490.0,100,227.96,华北,驼色,S,C10229,46.52
DD102376,2024-03-18,3,上衣,卫衣,310.0,1,294.5,95,182.73,华东,灰色,M,C10387,62.05
DD101505,2024-09-06,9,连衣裙,A字裙,490.0,1,465.5,95,248.01,华北,白色,L,C10435,53.28
DD100960,2024-02-13,2,上衣,T恤,350.0,1,315.0,90,194.35,华北,米色,XL,C10443,61.7
DD100798,2024-12-16,12,裤装,西装裤,410.0,1,410.0,100,232.46,东北,白色,L,C10278,56.7
DD100226,2024-04-10,4,上衣,衬衫,240.0,2,480.0,100,270.55,华南,黑色,S,C10262,56.36
DD102075,2024-04-16,4,连衣裙,A字裙,530.0,2,742.0,70,453.19,西南,白色,XL,C10575,61.08
DD101800,2024-11-12,11,配饰,帽子,200.0,1,190.0,95,134.71,华北,酒红,S,C10235,70.9
DD102568,2024-03-25,3,上衣,衬衫,190.0,1,190.0,100,112.76,华东,灰色,M,C10299,59.35
DD102278,2024-05-22,5,裤装,短裤,190.0,1,180.5,95,84.26,华北,黑色,L,C10114,46.68
DD102086,2024-01-17,1,连衣裙,吊带裙,600.0,1,570.0,95,316.29,华中,驼色,L,C10141,55.49
DD101694,2024-09-02,9,裤装,西装裤,450.0,1,450.0,100,247.46,华北,驼色,S,C10476,54.99
DD101046,2024-11-27,11,上衣,卫衣,360.0,1,342.0,95,220.81,华东,藏青,M,C10560,64.56
DD100470,2024-05-02,5,连衣裙,吊带裙,620.0,1,620.0,100,326.17,华中,白色,M,C10002,52.61
DD100955,2024-10-27,10,外套,羽绒服,1250.0,1,1250.0,100,525.56,华中,白色,L,C10319,42.04
DD102579,2024-12-17,12,外套,羽绒服,1190.0,1,1071.0,90,551.79,华中,藏青,XL,C10363,51.52
DD100640,2024-06-05,6,上衣,卫衣,300.0,1,300.0,100,171.23,东北,米色,L,C10582,57.08
DD102414,2024-08-23,8,上衣,卫衣,140.0,1,133.0,95,76.99,西南,黑色,M,C10574,57.89
DD101219,2024-05-06,5,裤装,短裤,380.0,1,361.0,95,193.49,华东,白色,S,C10542,53.6
DD101159,2024-03-22,3,连衣裙,吊带裙,410.0,1,369.0,90,201.08,华东,酒红,L,C10162,54.49
DD101416,2024-05-24,5,连衣裙,A字裙,310.0,1,279.0,90,161.85,华南,白色,XXL,C10558,58.01
DD102355,2024-05-13,5,连衣裙,衬衫裙,360.0,1,360.0,100,220.77,华中,墨绿,XL,C10004,61.33
DD101528,2024-10-23,10,连衣裙,针织裙,490.0,1,490.0,100,244.27,华中,灰色,M,C10519,49.85
DD102534,2024-07-12,7,上衣,衬衫,330.0,1,280.5,85,171.22,华北,驼色,L,C10213,61.04
DD101301,2024-03-24,3,上衣,T恤,180.0,2,288.0,80,173.8,华东,酒红,M,C10154,60.35
DD102488,2024-01-08,1,裤装,短裤,480.0,1,456.0,95,256.94,西南,墨绿,S,C10446,56.35
DD101604,2024-11-19,11,上衣,T恤,110.0,1,104.5,95,60.17,华中,酒红,L,C10277,57.58
DD100161,2024-10-11,10,连衣裙,针织裙,480.0,1,456.0,95,271.27,华中,黑色,L,C10597,59.49
DD101705,2024-12-02,12,上衣,卫衣,290.0,2,580.0,100,336.97,华南,黑色,XL,C10364,58.1
DD100957,2024-06-25,6,连衣裙,衬衫裙,350.0,1,350.0,100,174.68,西南,驼色,S,C10080,49.91
DD102529,2024-05-27,5,配饰,腰带,50.0,1,50.0,100,34.52,华东,墨绿,M,C10114,69.04
DD100878,2024-05-05,5,上衣,T恤,340.0,1,204.0,60,120.84,西南,米色,L,C10098,59.24
DD101920,2024-10-23,10,连衣裙,A字裙,270.0,2,486.0,90,295.09,华东,灰色,M,C10244,60.72
DD101885,2024-05-25,5,配饰,围巾,70.0,1,63.0,90,43.9,东北,酒红,XL,C10238,69.68
DD102201,2024-05-27,5,裤装,短裤,390.0,1,390.0,100,180.37,西南,藏青,XL,C10408,46.25
DD100099,2024-10-22,10,外套,大衣,1210.0,1,1149.5,95,487.25,华南,墨绿,S,C10112,42.39
DD102458,2024-08-05,8,裤装,牛仔裤,410.0,1,348.5,85,170.82,华北,酒红,XXL,C10062,49.02
DD100254,2024-05-17,5,连衣裙,A字裙,260.0,3,702.0,90,350.56,华北,白色,XL,C10094,49.94
DD100104,2024-12-12,12,连衣裙,衬衫裙,670.0,1,636.5,95,362.86,华北,米色,M,C10526,57.01
DD101446,2024-08-10,8,上衣,衬衫,320.0,1,288.0,90,187.77,华中,酒红,XS,C10548,65.2
DD101444,2024-12-08,12,上衣,T恤,100.0,1,100.0,100,63.91,华东,驼色,L,C10511,63.91
DD101649,2024-04-27,4,上衣,针织衫,300.0,4,1200.0,100,768.55,华中,酒红,S,C10318,64.05
DD100587,2024-08-27,8,上衣,T恤,290.0,1,290.0,100,188.41,华中,白色,L,C10577,64.97
DD100628,2024-10-22,10,上衣,T恤,360.0,1,360.0,100,229.11,华中,藏青,M,C10050,63.64
DD101697,2024-06-06,6,连衣裙,A字裙,220.0,1,209.0,95,115.45,华中,白色,M,C10563,55.24
DD102102,2024-07-17,7,上衣,针织衫,290.0,1,290.0,100,183.69,华中,米色,XS,C10093,63.34
DD102200,2024-01-19,1,上衣,针织衫,370.0,3,999.0,90,539.75,东北,墨绿,L,C10171,54.03
DD100404,2024-02-20,2,连衣裙,针织裙,480.0,1,480.0,100,266.27,西南,灰色,M,C10424,55.47
DD101155,2024-03-14,3,配饰,帽子,160.0,1,112.0,70,68.8,华南,酒红,XL,C10534,61.43
DD102256,2024-06-10,6,外套,羽绒服,880.0,1,792.0,90,397.7,华北,黑色,M,C10067,50.21
DD101683,2024-06-11,6,裤装,休闲裤,200.0,1,190.0,95,89.75,东北,黑色,M,C10362,47.24
DD102057,2024-01-15,1,上衣,衬衫,220.0,1,220.0,100,126.36,华中,墨绿,L,C10379,57.44
DD102471,2024-05-28,5,裤装,西装裤,200.0,1,200.0,100,100.49,东北,白色,L,C10152,50.24
DD100453,2024-07-19,7,外套,大衣,700.0,1,420.0,60,169.73,华中,黑色,M,C10013,40.41
DD102302,2024-11-08,11,上衣,衬衫,210.0,2,420.0,100,244.92,华北,灰色,S,C10485,58.31
DD101328,2024-05-20,5,配饰,腰带,190.0,1,190.0,100,118.64,东北,藏青,XS,C10135,62.44
DD102050,2024-10-17,10,裤装,短裤,410.0,1,389.5,95,195.5,华中,酒红,M,C10344,50.19
DD100881,2024-04-26,4,上衣,衬衫,150.0,3,450.0,100,277.77,华南,墨绿,S,C10174,61.73
DD102531,2024-08-03,8,外套,夹克,400.0,1,400.0,100,181.34,华中,黑色,XXL,C10402,45.34
DD100624,2024-05-09,5,连衣裙,针织裙,460.0,1,414.0,90,229.18,东北,白色,M,C10336,55.36
DD102408,2024-05-14,5,连衣裙,衬衫裙,560.0,1,560.0,100,306.84,华南,米色,XXL,C10010,54.79
